id_poi;nom;categorie;types;description_analyse;public_cible
1920;Les Maréchaux;activity;olo:OrderedList, PointOfInterest, Tour, WalkingTour;Ce circuit en contrebas de la Cuesta du Pays de Bray fait profiter du calme de la nature. Dans le petit village, rendez-vous à l'église pour admirer le porche qui abrite de singulières sculptures. Ce circuit en contrebas de la Cuesta du Pays de Bray fait profiter du calme de la nature. Dans le petit;Adultes, Familles, Randonneurs
1921;Sissi;activity;olo:OrderedList, PointOfInterest, Tour, WalkingTour;Ici, la journée commence face à un château… et se poursuit face à la mer. D'une distance de 12 km, c'est la randonnée parfaite pour partir une journée entre amis et profiter du soleil. Devant le Château de Sissi, imaginez Élisabeth d'Autriche venir chercher l’air du large. Puis mettez-vous en marche;Adultes, Familles, Randonneurs
1925;Le Clos des Marnières;activity;olo:OrderedList, PointOfInterest, Tour, WalkingTour;Talus plantés, maison de pays, manoirs et colombiers jalonnent le parcours. L’Atelier de sculpture sur bois précieux vaut également le détour ! Talus plantés, maison de pays, manoirs et colombiers jalonnent le parcours. L’Atelier de sculpture sur bois précieux vaut également le détour !;Adultes, Familles, Randonneurs
1931;Les petits bois;activity;olo:OrderedList, PointOfInterest, Tour, WalkingTour;Au départ de l'église de Bouchevilliers, cette petite boucle familiale passe par les bois et la cuesta. Eglise, manoirs... Vous découvrirez au fil de votre balade le patrimoine bâti du village. Au départ de l'église de Bouchevilliers, cette petite boucle familiale passe par les bois et la cuesta. Eg;Adultes, Familles, Randonneurs
1940;Aire de pique-nique de Grugny;activity;ConvenientService, PicnicArea, PlaceOfInterest, PointOfInterest;Derrière la salle des fêtes, table de pique-nique avec un terrain de pétanque Près du chemin du Chasse-Marée Derrière la salle des fêtes, table de pique-nique avec un terrain de pétanque Près du chemin du Chasse-Marée;Adultes, Familles
1947;Sente aux Fées à cheval;activity;olo:OrderedList, HorseTour, PointOfInterest, Tour;"Un itinéraire de randonnée à cheval, placé sous le signe de la chasse en Pays de Caux. Chevauchez jusqu'au ""Belvédère"", haute bâtisse qui servait autrefois pour la chasse, la détente et l'observation et était entouré par le passé de murs de silex. Ceux-ci avaient plusieurs fonctions : ils délimitaie";Adultes, Enfants, Familles, Randonneurs
1955;Val Jacob à VTT;activity;olo:OrderedList, CyclingTour, PointOfInterest, Tour;Un bon bol d’air frais et de panoramas sur la campagne et la forêt d’Eu. C’est ce que vous offre le circuit VTT du Val Jacob ! Au départ de l’église de Fallencourt, petit village paisible de la Vallée de la Bresle, vous partez pour deux heures de VTT le long du Vallon nommé Jacob. Le circuit du Val ;Adultes, Familles, Randonneurs, Sportifs
1960;Bar - Bowling du Lac de Caniel;activity;PlaceOfInterest, PointOfInterest, SportsAndLeisurePlace;Venez profiter d'un moment autour d'un bowling 8 pistes à disposition, équipé de gouttières pour les plus petits, boules légères, rampe de lancement, jeux de lumières. Jusque 12 joueurs par piste. Bar à cocktails, animations ( karaoké, concerts...),... Venez profiter d'un moment autour d'un bowling ;Adultes, Familles
1967;Le Chemin Vert du Petit Caux à cheval;activity;olo:OrderedList, HorseTour, PointOfInterest, Tour;Au cœur du vaste plateau agricole du Petit Caux, le Chemin Vert met la nature et l'histoire à vos pieds ! Entre la ville d'Eu et Saint-Quentin-au-Bosc, cet itinéraire de 17 kilomètres emprunte l'ancienne voie ferrée reliant Dieppe à Eu. Mise en service en 1885, la voie ferrée a été déposée en 1982. ;Adultes, Enfants, Familles
1970;Des Sources de la Saâne à la Couture;activity;olo:OrderedList, PointOfInterest, Tour, WalkingTour;Découvrez la Vallée de la Saâne avec ce parcours en Pays de Caux. Sur la partie nord de votre itinéraire le long de la Saâne, vous découvrirez derrière les arbres le château de la Couture et ses jardins bordés d'eau. Sur la partie sud, l'itinéraire vous conduira jusqu'à la fontaine Saint-Sulpice et ;Adultes, Familles, Randonneurs
1976;Club Nautique Valeriquais;activity;PlaceOfInterest, PointOfInterest, SportsAndLeisurePlace;Installé sur le port de Saint-Valery-en-Caux, le Club Nautique Valeriquais vous accueille toute l'année et vous propose des sorties découvertes, des sorties marées, et des croisières (de 1 à 5 jours) en mer pour débutant ou confirmé sur des voiliers... Installé sur le port de Saint-Valery-en-Caux, l;Adultes, Débutants, Familles
1980;Boucle de l'Agrion de Mercure;activity;olo:OrderedList, EducationalTrail, PlaceOfInterest, PointOfInterest, SportsAndLeisurePlace, Tour, WalkingTour;Découvrez la faune et la flore de la Bresle en empruntant cette boucle de 7 km qui vous fera découvrir la nature riche et préservée des milieux aquatiques. Vous pourrez admirer de nombreux habitats naturels tels que des prairies, des forêts alluviales, les bords d'étang ou encore les pelouses sèches;Adultes, Enfants, Familles, Groupes scolaires, Randonneurs
1982;Théâtre Le Passage;activity;PlaceOfInterest, PointOfInterest, SportsAndLeisurePlace, Theater;Le Passage propose tout au long de la saison une programmation riche et variée. Théâtre, danse, objets, marionnettes à destination du tout public et aussi des spectacles pour les plus jeunes. Le Passage propose tout au long de la saison une programmation riche et variée. Théâtre, danse, objets, mari;Adultes, Familles
1984;Aéroclub de Dieppe/Commandant Fayolle;activity;schema:Airport, schema:LocalBusiness, Airport, PlaceOfInterest, PointOfInterest, SportsAndLeisurePlace, TastingProvider, Transport;Vous voulez voler? L'Aéroclub de Dieppe vous propose des formules adaptées à tous : Des vols découverte(15 et 25 min) pour découvrir l'aviation de plaisance et les paysages des environs de Dieppe, des vols et des stages d'initiation pour s'initier... Vous voulez voler? L'Aéroclub de Dieppe vous prop;Adultes, Débutants
1988;La Route de la Pomme;activity;olo:OrderedList, CyclingTour, PointOfInterest, Tour;nan nan;Adultes, Sportifs
1991;Circuit du cidre;activity;olo:OrderedList, CyclingTour, PointOfInterest, Tour;Cette randonnée à vélo de 38,5km au départ d'Anneville-sur-Scie en Normandie vous emmènera dans la campagne cauchoise où vergers et champs de blé se sôtoient, en passant par le Pays de Bray frontalier, avec sa majestueuse forêt domaniale d'Eawy. Cette randonnée à vélo de 38,5km au départ d'Anneville;Adultes, Randonneurs, Sportifs
2006;École d'Équitation la Championnerie;activity;schema:LocalBusiness, EquestrianCenter, PlaceOfInterest, PointOfInterest, SportsAndLeisurePlace;Située au coeur de la Vallée de la Ganzeville, entre Goderville et Fécamp, l'École d'équitation de la Championnerie vous propose de l'initiation et perfectionnement pour enfants, jeunes et adultes, stages à la demi-journée, à la journée ou à la... Située au coeur de la Vallée de la Ganzeville, entre;Adultes, Débutants, Enfants, Familles
2024;Le Chemin des Frênettes;activity;olo:OrderedList, PointOfInterest, Tour, WalkingTour;Vous êtes adepte de la forêt ? Alors partez pour une boucle de 7 km autour de Saint-Pierre-Bénouville, ancien village de forgerons du Pays de Caux. Au programme : détente et plaisir assurés entre chemins creux et sous-bois. Enfilez vos chaussures de rando et c’est parti pour un circuit à l’extérieur;Adultes, Familles, Randonneurs
2048;Le Marquet;activity;olo:OrderedList, PointOfInterest, Tour, WalkingTour;nan nan;Adultes, Familles, Randonneurs
2050;Gare de Saint-Laurent-de-Brèvedent;activity;schema:TrainStation, PlaceOfInterest, PointOfInterest, TrainStation, Transport;nan nan;Adultes, Familles
2059;Piscine Aumale;activity;schema:LocalBusiness, PlaceOfInterest, PointOfInterest, SportsAndLeisurePlace, SwimmingPool;La piscine d'Aumale est une piscine saisonnière non couverte, composée d'un bassin principal, d'une pataugeoire et d'un toboggan, de bains bouillonnants. La piscine d'Aumale est une piscine saisonnière non couverte, composée d'un bassin principal, d'une pataugeoire et d'un toboggan, de bains bouillo;Adultes, Enfants, Familles
2064;Chez le roi des Canaries à VTT;activity;olo:OrderedList, CyclingTour, PointOfInterest, Tour;Découvrez cet itinéraire de 25km à la découverte de la campagne du Pays de Caux. Découvrez cet itinéraire de 25km à la découverte de la campagne du Pays de Caux.;Adultes, Sportifs
2082;La Rieuse;activity;olo:OrderedList, PointOfInterest, Tour, WalkingTour;Le circuit offre des paysages variés. Au départ de l'église du village de Rieux, vous cheminerez ainsi à travers campagne, villages et forêt. A Rieux, ne manquez pas d'admirer le château bâti au XVIIIe siècle par le Chevalier Gaspard Nicolas Brayer de la Motte.La Forêt d'Eu est indivise et gérée par;Adultes, Enfants, Familles, Randonneurs
2091;Le Gibet;activity;olo:OrderedList, PointOfInterest, Tour, WalkingTour;Voilà un circuit de randonnée qui surplombe la Seine, où alternent montées et descentes, le tout pour une promenade sportive et pleine de découvertes floristiques et culturelles. Voilà un circuit de randonnée qui surplombe la Seine, où alternent montées et descentes, le tout pour une promenade sport;Adultes, Familles, Randonneurs
2092;Etretat Aventure - Randonnées tout terrain;activity;ActivityProvider, LeisureSportActivityProvider, PlaceOfInterest, PointOfInterest, SportsAndLeisurePlace;Le parc Etretat Aventure vous propose de partir en randonnée dans les campagnes normandes et même jusqu’aux célèbres falaises d’Etretat grâce à nos trottinettes électriques tout terrain. A partir de 14 ans et en groupe de 8 personnes maximum.... Le parc Etretat Aventure vous propose de partir en ran;Adultes, Familles, Randonneurs
2108;Aménagements sportifs de Gournay-en-Bray;activity;PlaceOfInterest, PointOfInterest, SportsAndLeisurePlace;Venez découvrir en famille ou entre amis les équipements mis à votre disposition à Gournay-en-Bray. A pied ou à vélo, il y en a pour tous les goûts. Piste BMX, jeux, terrain multisport, terrain de pétanque, terrain de tennis, tyrolienne et appareils... Venez découvrir en famille ou entre amis les éq;Familles
2124;Georges Cuvier;activity;olo:OrderedList, PointOfInterest, Tour, WalkingTour;Une agréable balade à travers plateaux, bois et vallées au cœurde la nature préservée du pays de Caux. Une agréable balade à travers plateaux, bois et vallées au cœurde la nature préservée du pays de Caux.;Adultes, Familles, Randonneurs
2131;Au Pays de Bourvil;activity;olo:OrderedList, PointOfInterest, Tour, WalkingTour;Découvrez les villages de Boudeville, Berville en Caux, Etalleville, et Prétot-Vicquemare, le village natal de Bourvil : paysages vallonnés, jolis manoirs, villages fleuris… Et faîtes une petite pause pique-nique devant la Chapelle de Baudribosc à Berville ! Découvrez les villages de Boudeville, Ber;Adultes, Familles, Randonneurs
2133;Vers les Bois de Neuville-Ferrières;activity;olo:OrderedList, PointOfInterest, Tour, WalkingTour;C’est parti pour une randonnée d’une heure à pied au sein du Pays Neufchâtelois ! Au cours de cette boucle, vous découvrirez le patrimoine bâti du village de Neuville-Ferrières. C’est parti pour une randonnée d’une heure à pied au sein du Pays Neufchâtelois ! Au cours de cette boucle, vous découvrir;Adultes, Familles, Randonneurs
2143;Parc Multiactivités - Arb'à Tag by Arb'Aventure;activity;PlaceOfInterest, PointOfInterest, SportsAndLeisurePlace;Arb-Aventure vous propose un parc avec encore plus d'activités à Manéhouville nommé Arb'à Tag ! Venez vous affronter en équipe avec des billes de peinture au Paintball sur deux terrains (dès 7 ans !) Envie d'adrénaline ? Venez tester le Lancer de... Arb-Aventure vous propose un parc avec encore plus;Adolescents, Adultes, Débutants, Familles
2145;Gulli Parc Rouen Docks 76;activity;PlaceOfInterest, PointOfInterest, SportsAndLeisurePlace;Gulli Parc Rouen Docks 76 est une aire de jeux et d'activité de 1000 m2 pour les enfants de 1 a 12 ans. Espace couvert (climatisé ou chauffé). • Enfants de 1 à 3 ans : un espace de jeu avec toboggan, piscine à balles et autres jeux pour faire comme... Gulli Parc Rouen Docks 76 est une aire de jeux e;Adultes, Enfants, Familles
2146;Tennis d'Offranville;activity;PlaceOfInterest, PointOfInterest, SportsAndLeisurePlace, TennisComplex;Situés dans le cadre verdoyant du Parc du Colombier, à Offranville, 2 courts extérieurs et un court intérieur sont disponibles à la location à l'heure pour une pratique loisirs durant des vacances, un week-end ou autre séjour en Pays Dieppois... Situés dans le cadre verdoyant du Parc du Colombier, à;Adultes, Enfants
2170;Le Chatelet à cheval;activity;olo:OrderedList, HorseTour, PointOfInterest, Tour;Essentiellement fermée aux automobilistes, la boucle du Châtelet est l’itinéraire idéal pour se ressourcer. D’une distance de 10 kilomètres, cet itinéraire garantit une plongée de 2h30 au cœur de la forêt d’Eawy. Essentiellement fermée aux automobilistes, la boucle du Châtelet est l’itinéraire idéal;Adultes, Enfants, Sportifs
2172;Boucle Saint-Wandrille Clères Rouen;activity;olo:OrderedList, PointOfInterest, RoadTour, Tour;Une boucle qui vous fera découvrir différents monuments de l'art roman et des paysages qui font penser à la moyenne montagne. Le tout accompagné de jolis points de vue en bord de Seine ! Une boucle qui vous fera découvrir différents monuments de l'art roman et des paysages qui font penser à la moyen;Adultes, Familles
2173;Bas de Bacqueville;activity;olo:OrderedList, PointOfInterest, Tour, WalkingTour;Ce circuit est l'occasion de découvrir Bacqueville-en-Caux. Ce charmant village présente la particularité d'être tout en relief ! Découvrez où le bas de Bacqueville peut bien vous mener ! Ce circuit est l'occasion de découvrir Bacqueville-en-Caux. Ce charmant village présente la particularité d'être;Adultes, Familles, Randonneurs
2174;Circuit du pressoir;activity;olo:OrderedList, CyclingTour, PointOfInterest, Tour;Ce circuit vélo au coeur de la Normandie vous fera découvrir de nombreux sites touristiques incontournables. Casque sur la tête et bouteille d'eau dans votre sac à d'eau, partez visiter autrement les Jardins de Bellevue ou encore le Château de Bosmelet. Ce circuit vélo au coeur de la Normandie vous ;Adultes, Familles, Sportifs
2178;Les Acres à cheval;activity;olo:OrderedList, HorseTour, PointOfInterest, Tour;Pour ce circuit, qui est en majeure partie en Forêt de Lyons, il est nécessaire de vérifier les périodes de chasse. N'hésitez pas à vous rendre au point de vue de la commune pour contempler le magnifique paysage de la boutonnière du Pays de Bray. Pour ce circuit, qui est en majeure partie en Forêt d;Adultes, Enfants
2188;Complexe Aquatique Gd'O;activity;schema:LocalBusiness, PlaceOfInterest, PointOfInterest, SportsAndLeisurePlace, SwimmingPool;Gd'O comprend plusieurs espaces : un espace ludique avec bassin sportif de 25 m, bassin d'activités, bassin ludique et rivière sauvage, un espace ludique avec pentagliss, un espace détente avec sauna, hammam et spa, un espace cardio avec salle de... Gd'O comprend plusieurs espaces : un espace ludiqu;Adultes, Enfants, Familles, Sportifs
2190;L'Atelier Boui-Boui;activity;PlaceOfInterest, PointOfInterest, SportsAndLeisurePlace;Bienvenue à l'Atelier Boui-Boui ! Plongez dans un univers floral enchanté ! Venez créer une multitude de créations florales, des couronnes de fleurs aux broches fleuries, des cages fleuries aux miroirs ornés de pétales délicats. Christopher vous... Bienvenue à l'Atelier Boui-Boui ! Plongez dans un u;Adultes, Enfants, Familles
2196;La Bonne Entente;activity;olo:OrderedList, PointOfInterest, Tour, WalkingTour;Vous êtes à la recherche d’un agréable circuit de randonnée, accessible à tous ? Nous avons trouvé ce qu’il vous faut avec ce parcours au cœur de la forêt d’Eu. Partez pour une parenthèse d’une heure trente à l’ombre des hêtres, à la découverte ou la redécouverte du charme sans égal de ce massif for;Adultes, Enfants, Familles, Randonneurs, Sportifs
2200;Trott N'Ride;activity;ActivityProvider, LeisureSportActivityProvider, PlaceOfInterest, PointOfInterest, SportsAndLeisurePlace;Venez découvrir le calme et le plaisir de nos trottinettes électriques lors de nos randonnées commentées le long du littoral de Fécamp. Faites découvrir nos magnifiques panorama lors de vos sorties en famille, entre amis ou lors de vos séminaires... Venez découvrir le calme et le plaisir de nos trot;Adultes, Familles, Randonneurs
2203;Gare de Epouville;activity;schema:TrainStation, PlaceOfInterest, PointOfInterest, TrainStation, Transport;nan nan;Adultes, Familles
2212;Le Caud Soleil à VTT;activity;olo:OrderedList, CyclingTour, PointOfInterest, Tour;Le Caud soleil est un circuit VTT ouvert au famille et aux amateurs de sortie nature à vélo. Le point de départ du circuit se trouve au coeur du village d'Aubermesnil-aux-Erables. Empruntez le petit pont surplombant le cours d'eau sillonnant le village. Sur le chemin, les amateurs de petit patrimoin;Adultes, Sportifs
2217;PARADOX;activity;PlaceOfInterest, PointOfInterest, SportsAndLeisurePlace;Centre de loisirs de 1000 m² proposant, escape game VR 4D, laser game en réalité virtuelle, lancé de haches et simulateurs sur vérins, … Bar restaurant avec une cour intérieure aménagée de 150 m². Écran géant de 4 mètres pour diffusion d'événements... Centre de loisirs de 1000 m² proposant, escape g;Adolescents, Adultes, Familles, Sportifs
2220;Le Val au Cesne à cheval;activity;olo:OrderedList, HorseTour, PointOfInterest, Tour;Un circuit agréable d'une heure environ à travers bois, champs et vallées dans le Pays de Caux. Un circuit agréable d'une heure environ à travers bois, champs et vallées dans le Pays de Caux.;Adultes, Enfants
2228;Parc canadien - Visite du parc des Bisons;activity;PlaceOfInterest, PointOfInterest, SportsAndLeisurePlace;Plongez au cœur du plus grand troupeau de Bisons américains d'Europe à bord de nos camions militaires. Nos guides vous mèneront au plus près de nos cerfs, biches et daims et bien évidemment de nos bisons , tout en vous décrivant ces animaux hors du... Plongez au cœur du plus grand troupeau de Bisons;Adultes, Enfants, Familles
2245;Moto Roots Trip;activity;PlaceOfInterest, PointOfInterest, SportsAndLeisurePlace;Balades Moto à la Journée, Rassemblements Motards, Roots Trips et Long Trip Moto en France et à l’International, Week-ends Sportifs Moto, Rallyes Touristiques – Escape Game Moto, Formules à la Carte... Nous proposons tout un panel d'activité à moto... Balades Moto à la Journée, Rassemblements Motard;Adultes, Familles, Randonneurs, Sportifs
2276;Circuit des étangs à VTT;activity;olo:OrderedList, CyclingTour, PointOfInterest, Tour;Partez à la découverte des étangs de la Varenne à VTT depuis l'itinéraire cyclotouristique de l'Avenue Verte London-Paris. Partez à la découverte des étangs de la Varenne à VTT depuis l'itinéraire cyclotouristique de l'Avenue Verte London-Paris.;Adultes, Sportifs
2290;Look At - Escape Game;activity;PlaceOfInterest, PointOfInterest, SportsAndLeisurePlace;Un escape game est un jeu d’énigmes qui se vit en équipe pour réussir à s’échapper ou à accomplir une mission. Un city game est un jeu de piste à énigmes en ville, un escape game revisité en extérieur ! Qu’est-ce qu’une murder party ? Également... Un escape game est un jeu d’énigmes qui se vit en éq;Adultes, Enfants, Familles
2295;Le 106;activity;PlaceOfInterest, PointOfInterest, SportsAndLeisurePlace, Theater;le 106, scène de musiques actuelles. Non loin du futur quartier Flaubert, il s'inscrit dans le projet global de réaménagement des quais de Seine. Moderne et convivial, le 106 est situé à 10 minutes à pied du centre-ville. Composé d'une salle... le 106, scène de musiques actuelles. Non loin du futur ;Adultes, Familles
2301;"Le Château d'Eau ""Fleur de Lin""";activity;olo:OrderedList, CyclingTour, PointOfInterest, Tour;Autour d’un point culminant du Pays de Caux (147 m) parcours entre plateau et vallons, empruntez le GR 211b à la découverte du patrimoine cauchois. Autour d’un point culminant du Pays de Caux (147 m) parcours entre plateau et vallons, empruntez le GR 211b à la découverte du patrimoine cauchois.;Adultes, Familles, Sportifs
2305;Les Orchidées à VTT;activity;olo:OrderedList, CyclingTour, PointOfInterest, Tour;"Itinéraire entre plaines, côtes calcaires et vallons. Vous descendrez vers un minuscule ruisseau appelé ""La Grippe"" et pourrez voir des orchidées sauvages selon la saison. Itinéraire entre plaines, côtes calcaires et vallons. Vous descendrez vers un minuscule ruisseau appelé ""La Grippe"" et pourrez v";Adultes, Sportifs
2308;L'Arbalète et le Bosmelet;activity;olo:OrderedList, PointOfInterest, Tour, WalkingTour;Au départ de l'église de Vassonville, vous empruntez le tracé du GR 210 dit du Chasse Marée® qui vous mène au Moulin de l'arbalète, un moulin hydraulique en activité. Plus loin sur votre itinéraire, ne manquez pas le domaine du Bosmelet avec son château style Louis XIII, son jardin potager Arc en ci;Adultes, Familles, Randonneurs
2312;Autour de Neufchâtel;activity;olo:OrderedList, PointOfInterest, Tour, WalkingTour;Au départ de l'ancienne gare, c'est parti pour une demi journée d'efforts sur les hauteurs de Neufchâtel-en-Bray, avant de rejoindre l'Avenue Verte London-Paris au niveau du PN73 à Neuville-Ferrières. Besoin d'une pause ? Profitez de l'aire de repos et du jardins des sens aménagés par la commune le ;Adultes, Familles, Randonneurs
2313;Le Havre Étretat Normandie Tourisme - Maison du Patrimoine;activity;schema:TouristInformationCenter, LocalTouristOffice, PlaceOfInterest, PointOfInterest, TouristInformationCenter;nan L'Office de Tourisme Le Havre Etretat Normandie Tourisme ouvre ses portes toute l'année. La Maison du Patrimoine est un lieu d'information et également un lieu d'accueil pour les visites de l'Appartement témoin Perret. Vous trouverez une documentation complète ainsi que de nombreux services. Tou;Adultes, Enfants, Familles
2318;Le Tour du Lac;activity;olo:OrderedList, PointOfInterest, Tour, WalkingTour;Découvrez une ancienne sablière, aujourd'hui plan d'eau propice à une promenade familiale. Profitez-en ensuite pour prendre le bac qui vous emmène sur la rive droite de la Seine à Duclair. Découvrez une ancienne sablière, aujourd'hui plan d'eau propice à une promenade familiale. Profitez-en ensuite ;Adultes, Familles, Randonneurs
2319;Le Bois des Puits;activity;olo:OrderedList, PointOfInterest, Tour, WalkingTour;nan nan;Adultes, Familles, Randonneurs
2325;Ferme de Beaumont;activity;PlaceOfInterest, PointOfInterest, SportsAndLeisurePlace, TeachingFarm;Depuis 1962, la Ferme de Beaumont vous ouvre ses portes pour vous faire découvrir son univers unique en son genre : • sa ferme d’élevage : tous les animaux que vous voyez dans les parcs sont à vendre • son équipe d’éleveurs experts : ils vous... Depuis 1962, la Ferme de Beaumont vous ouvre ses porte;Adultes, Enfants, Familles, Groupes scolaires
2326;Théâtre de l'Ouest;activity;PlaceOfInterest, PointOfInterest, SportsAndLeisurePlace, Theater;Situé au coeur de la ville de Rouen, entre le centre historique et le nouveau quartier des docks, le théâtre à l'Ouest de Rouen, propose chaque semaine des spectacles différents avec des points communs : l'humour, le rire et la qualité. Le théâtre... Situé au coeur de la ville de Rouen, entre le cen;Adultes, Familles
2327;JUMP'IN 76;activity;PlaceOfInterest, PointOfInterest, SportsAndLeisurePlace;Jump’In 76, votre professionnel de la fête en Seine-Maritime, est basé à Cailly, et se déplace sur tout le département pour vous faire découvrir ses structures. Participer à la vie de votre commune, de votre comité d’entreprise, ou tout simplement... Jump’In 76, votre professionnel de la fête en Sei;Adolescents, Adultes, Enfants, Familles
2348;Port de plaisance de Rouen et aire de service camping-car;activity;Marina, PlaceOfInterest, PointOfInterest, SportsAndLeisurePlace;Port de plaisance de 100 anneaux pour bateaux entre 5 et 17 m, 50 emplacements à terre, pontons sécurisés, sanitaires avec douche, laverie, eau, électricité, WIFI, carburant, cale de mise à l'eau, pompe aux usées, aire de carénage, location de... Port de plaisance de 100 anneaux pour bateaux entre 5;Adultes, Familles
2349;Les Anciennes des Boucles de la Seine;activity;schema:LocalBusiness, PlaceOfInterest, PointOfInterest, RacingCircuit, SportsAndLeisurePlace;Créée en juin 2025 afin de réunir les passionnés de véhicules anciens, civils et militaires, l'association a pour vocation de préserver, valoriser et faire vivre le patrimoine automobile du 20ème siècle. A travers ses actions, expositions,... Créée en juin 2025 afin de réunir les passionnés de véhic;Adultes, Randonneurs
2352;Yoga Shala Étretat;activity;PlaceOfInterest, PointOfInterest, SportsAndLeisurePlace;Un lieu dédié au bien-être dans un corps de ferme sur la route d’Etretat. Dans un lieu atypique et chaleureux, vous pourrez vous initier au Yoga ou développer votre pratique dans des cours collectifs ou privés. Des massages énergétiques et... Un lieu dédié au bien-être dans un corps de ferme sur la ;Adultes, Enfants, Familles
2367;Gare de Pavilly;activity;schema:TrainStation, PlaceOfInterest, PointOfInterest, TrainStation, Transport;nan nan;Adultes, Familles
2370;Poney-club Poney Nature;activity;schema:LocalBusiness, EquestrianCenter, PlaceOfInterest, PointOfInterest, SportsAndLeisurePlace;Centre équestre le plus proche du centre ville de Rouen, le poney club de Darnétal est une structure pensée, construite et animée pour l'enfant. Vous y trouverez une pédagogie de qualité adaptée à l'enfant et au jeune adolescent avec des enseignants... Centre équestre le plus proche du centre ville ;Adolescents, Adultes, Débutants, Enfants, Familles
2379;A partir de Fesques;activity;olo:OrderedList, PointOfInterest, Tour, WalkingTour;Cette boucle de randonnée vous emmène au coeur du Pays Neufchâtelois pour une balade de 12km. A vos chaussures de randonnée, sacs à dos et bouteille d’eau partez pour une expédition tonique et revigorante ! Cette boucle de randonnée vous emmène au coeur du Pays Neufchâtelois pour une balade de 12km.;Adultes, Familles, Randonneurs
2387;Des Sources de la Saâne à la Couture à VTT;activity;olo:OrderedList, CyclingTour, PointOfInterest, Tour;Ce parcours VTT, parfait pour les sportifs, vous amènera sur le territoire du Château de la Couture et de ses jardins. Vous trouverez ce dernier sur la partie nord de votre itinéraire, le long de la Saâne. Et sur la partie sud, l'itinéraire vous conduira jusqu'à la fontaine Saint Sulpice et sa chape;Adultes, Familles, Randonneurs, Sportifs
2390;Vers la Forêt d'Eawy à VTT;activity;olo:OrderedList, CyclingTour, PointOfInterest, Tour;Un bon casque, des lunettes et un sac à dos avec bouteille et encas sont les indispensable pour cette rando à VTT. Et si possible un petit kit de réparation en cas de besoin. Ça y est vous êtes parés pour cette journée en Pays de Bray.En pédalant vers la Forêt d'Eawy ne manquez pas de vous retourner;Adultes, Familles, Sportifs
2407;Les Six Frères à cheval;activity;olo:OrderedList, HorseTour, PointOfInterest, Tour;Partez à la rencontre d’une petite commune rurale. Dès le point de départ, vous apprécierez ses richesses touristiques avec l’église Sainte-Marguerite. Vous poursuivrez votre randonnée en lisière de forêt d’Eawy. Partez à la rencontre d’une petite commune rurale. Dès le point de départ, vous appréci;Adultes, Enfants, Randonneurs
2408;Les Vikings;activity;PlaceOfInterest, PointOfInterest, SportsAndLeisurePlace, Theater;L’Espace culturel Les vikings est une salle de spectacle municipale, située rue Pierre de Coubertin, dans le département de la Seine-Maritime (76), en région Normandie. Propriété de la Ville d’Yvetot, la salle est implantée en plein cœur du Pays de... L’Espace culturel Les vikings est une salle de s;Adultes, Familles
2454;Spa Nuxe Les Pins de César;activity;PlaceOfInterest, PointOfInterest, SportsAndLeisurePlace;Venez découvrir des moments de relaxation intense grâce au Spa Nuxe Les Pins de César, avec sa splendide piscine couverte et chauffée de 12 x 5m, idéale pour se délasser en cas de temps couvert, le sauna Tylarium, parfait pour un instant de détente... Venez découvrir des moments de relaxation intens;Adultes
2460;Le Chemin des Frênettes à VTT;activity;olo:OrderedList, CyclingTour, PointOfInterest, Tour;Vous êtes adepte de la forêt ? Alors partez pour une boucle de 7 km autour de Saint-Pierre-Bénouville, ancien village de forgerons du Pays de Caux. Au programme : détente et plaisir assurés entre chemins creux et sous-bois. Enfilez votre casque et c’est parti pour un circuit à l’extérieur du monde u;Adultes, Familles, Randonneurs, Sportifs
2478;Aire de pique-nique de Grigneuseville;activity;ConvenientService, PicnicArea, PlaceOfInterest, PointOfInterest;Située en face des Jardins Agapanthe Située en face des Jardins Agapanthe;Adultes, Familles
2482;Manufactory;activity;schema:Product, PlaceOfInterest, PointOfInterest, Practice, Product, SportsAndLeisurePlace, Traineeship;Manufactory est un concept-store alliant un espace boutique et un espace atelier. Martine peut recevoir des groupes jusqu'à 10 participants. Elle propose des activités de loisirs créatifs ouvert à tous, permettant l'utilisation de techniques... Manufactory est un concept-store alliant un espace bout;Adultes, Familles, Groupes
2483;Centre de Tourisme Équestre du Val Saint-Pierre;activity;schema:LocalBusiness, EquestrianCenter, PlaceOfInterest, PointOfInterest, SportsAndLeisurePlace;Superbe centre équestre de 60 chevaux et poneys, manège de 20m x 60m, carrière de 40m x 20m, au cœur de la forêt de Lyons et de ses chemins de randonnées. Ambiance conviviale assurée. Ce centre équestre vous offre cours, balades, stages, randonnées... Superbe centre équestre de 60 chevaux et poneys,;Adultes, Enfants, Familles, Randonneurs
2484;Piscine de Bolbec;activity;schema:LocalBusiness, PlaceOfInterest, PointOfInterest, SportsAndLeisurePlace, SwimmingPool;Située en Vallée de Seine, le centre aquatique est équipé de 2 bassins : un bassin sportif et un bassin ludique. Chaque mois, les centres aquatiques Caux Vallée de Seine organisent de nombreuses animations pour les petits et grands. Située en Vallée de Seine, le centre aquatique est équipé de 2 bass;Adultes, Enfants, Familles, Sportifs
